GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,NAME_M,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021
"G0200200","2014-2018","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",296112,269265,173209,15671,20443,27938,6694,800,24510,278,24232,26847,13313,768,1433,507,196,6013,4617,1586,3031,"Anchorage Municipality, Alaska",0,0,354,611,946,864,362,417,1469,164,1450,0,1072,266,522,252,171,1062,706,446,553
"G0200500","2014-2018","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",18040,17611,1794,119,14838,187,3,0,670,0,670,429,192,0,89,0,0,124,24,15,9,"Bethel Census Area, Alaska",0,0,15,38,140,58,6,15,163,15,163,0,126,15,59,15,15,127,22,19,10
"G0200600","2014-2018","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",890,858,480,4,291,3,2,0,78,0,78,32,21,0,0,0,0,8,3,0,3,"Bristol Bay Borough, Alaska",89,90,59,5,52,4,4,9,26,9,26,18,15,9,9,9,9,11,4,9,4
"G0200680","2014-2018","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",2232,2223,1810,18,44,101,0,5,245,0,245,9,0,0,0,0,0,0,9,0,9,"Denali Borough, Alaska",380,381,387,19,24,79,9,8,113,9,113,15,9,9,9,9,9,9,15,9,15
"G0200700","2014-2018","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",4975,4802,789,67,3534,76,3,0,333,0,333,173,86,0,53,0,0,34,0,0,0,"Dillingham Census Area, Alaska",0,0,9,83,112,14,5,9,79,9,79,0,35,9,32,9,9,21,9,9,9
"G0200900","2014-2018","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",99653,91702,70188,4250,6693,2924,525,88,7034,62,6972,7951,5093,243,540,144,36,1139,756,99,657,"Fairbanks North Star Borough, Alaska",0,0,58,304,610,266,85,151,661,58,669,0,598,121,347,125,57,417,325,76,302
"G0201000","2014-2018","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",2518,2421,1959,1,212,74,4,0,171,0,171,97,81,0,5,0,0,11,0,0,0,"Haines Borough, Alaska",0,62,124,3,97,57,9,9,86,9,86,62,56,9,6,9,9,33,9,9,9
"G0201050","2014-2018","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",2132,1990,921,65,769,60,3,0,172,0,172,142,50,3,52,0,0,24,13,0,13,"Hoonah-Angoon Census Area, Alaska",0,70,105,46,107,46,5,9,39,9,39,70,33,4,31,9,9,51,9,9,9
"G0201100","2014-2018","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",32330,30207,21023,321,3414,2129,320,102,2898,11,2887,2123,1159,4,118,185,0,313,344,165,179,"Juneau City and Borough, Alaska",0,0,12,49,445,147,84,135,476,13,480,0,267,9,71,159,20,224,174,148,98
"G0201220","2014-2018","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",58220,55845,46954,317,4376,886,194,103,3015,0,3015,2375,1535,53,117,0,0,415,255,163,92,"Kenai Peninsula Borough, Alaska",0,0,72,70,312,156,30,75,392,22,392,0,213,49,72,22,22,156,111,90,71
"G0201300","2014-2018","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",13804,13103,8838,103,1934,1025,5,60,1138,7,1131,701,381,0,79,37,0,83,121,37,84,"Ketchikan Gateway Borough, Alaska",0,0,21,27,146,73,8,51,156,10,155,0,84,15,52,38,15,38,54,27,44
"G0201500","2014-2018","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",13649,12430,6753,27,1767,3141,57,44,641,20,621,1219,531,9,95,3,33,149,399,388,11,"Kodiak Island Borough, Alaska",0,0,81,26,174,126,48,73,210,32,208,0,165,12,65,8,52,90,151,152,12
"G0201580","2014-2018","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",8198,8117,298,23,7457,32,2,3,302,0,302,81,21,37,23,0,0,0,0,0,0,"Kusilvak Census Area, Alaska",0,67,13,19,84,8,2,4,53,13,53,67,43,79,12,13,13,13,13,13,13
"G0201640","2014-2018","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",1375,1356,305,9,916,34,5,2,85,0,85,19,9,0,10,0,0,0,0,0,0,"Lake and Peninsula Borough, Alaska",380,377,108,17,258,33,6,3,42,9,42,21,18,9,9,9,9,9,9,9,9
"G0201700","2014-2018","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",103464,98520,82220,1022,5751,1433,195,207,7692,173,7519,4944,3707,99,137,4,31,277,689,174,515,"Matanuska-Susitna Borough, Alaska",0,0,224,170,415,188,73,190,524,113,510,0,205,85,65,7,27,90,148,84,137
"G0201800","2014-2018","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",9925,9672,1464,83,7322,155,43,0,605,1,604,253,137,6,74,5,0,23,8,6,2,"Nome Census Area, Alaska",0,0,13,6,115,63,31,13,139,6,136,0,53,9,45,11,13,18,10,10,3
"G0201850","2014-2018","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",9797,9590,3043,75,5068,540,169,0,695,5,690,207,56,9,25,8,6,98,5,5,0,"North Slope Borough, Alaska",0,97,13,42,232,46,12,13,194,11,193,97,51,20,23,13,11,54,7,7,13
"G0201880","2014-2018","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",7734,7645,842,77,6379,76,0,0,271,1,270,89,17,10,3,0,0,41,18,0,18,"Northwest Arctic Borough, Alaska",0,50,13,30,72,12,13,13,69,3,69,50,16,23,6,13,13,41,12,13,12
"G0201950","2014-2018","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",3255,2918,2050,23,221,299,17,1,307,2,305,337,296,0,16,3,0,5,17,4,13,"Petersburg Borough, Alaska",0,158,168,13,55,80,13,3,72,3,72,158,167,9,16,4,9,6,13,4,12
"G0201980","2014-2018","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",6474,6230,2936,24,2533,76,41,9,611,9,602,244,117,0,50,0,0,15,62,9,53,"Prince of Wales-Hyder Census Area, Alaska",0,0,10,21,87,16,4,9,81,9,81,0,42,13,29,13,13,17,30,10,29
"G0202200","2014-2018","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",8738,8172,5409,88,1045,619,8,3,1000,37,963,566,246,15,73,13,0,42,177,32,145,"Sitka City and Borough, Alaska",0,0,39,25,124,53,12,5,143,40,140,0,63,27,49,16,13,33,70,30,59
"G0202300","2014-2018","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",1061,1006,887,7,45,19,0,3,45,7,38,55,30,6,10,0,0,2,7,0,7,"Skagway Municipality, Alaska",123,128,153,12,35,16,9,4,25,6,23,31,18,9,11,9,9,3,9,9,9
"G0202400","2014-2018","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",6876,6495,5106,24,907,156,0,0,302,8,294,381,163,23,0,0,2,140,53,2,51,"Southeast Fairbanks Census Area, Alaska",0,0,11,18,85,20,13,13,87,11,86,0,69,19,13,13,6,80,41,4,41
"G0202610","2014-2018","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",9301,8835,6478,25,1186,327,57,25,737,17,720,466,325,0,2,0,0,100,39,7,32,"Valdez-Cordova Census Area, Alaska",0,0,41,23,145,133,8,29,205,26,197,0,90,13,5,13,13,75,36,12,31
"G0202750","2014-2018","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",2484,2363,1642,2,434,69,9,0,207,0,207,121,28,0,62,0,0,30,1,0,1,"Wrangell City and Borough, Alaska",0,69,99,3,75,52,11,9,71,9,71,69,20,9,56,9,9,35,3,9,3
"G0202820","2014-2018","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",689,639,292,2,189,57,16,0,83,0,83,50,17,0,6,0,0,5,22,0,22,"Yakutat City and Borough, Alaska",79,72,53,3,40,38,14,9,21,9,21,29,16,9,8,9,9,7,15,9,15
"G0202900","2014-2018","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",5415,5284,1160,7,3782,33,0,0,302,0,302,131,69,0,38,0,0,8,16,4,12,"Yukon-Koyukuk Census Area, Alaska",0,0,13,7,57,22,13,13,60,13,60,0,17,13,19,13,13,6,12,5,11
"G0400010","2014-2018","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",71522,67077,13102,513,52307,286,14,21,834,34,800,4445,3260,0,401,0,4,476,304,117,187,"Apache County, Arizona",0,0,9,132,231,78,16,34,285,50,278,0,326,29,181,29,5,172,187,77,174
"G0400030","2014-2018","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",126279,81681,69712,4455,1253,2333,420,291,3217,156,3061,44598,37531,279,389,29,44,3805,2521,885,1636,"Cochise County, Arizona",0,0,214,297,147,214,56,221,404,81,408,0,1078,175,133,36,63,740,539,284,421
"G0400050","2014-2018","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",140217,120551,75820,1704,36365,2767,176,267,3452,140,3312,19666,13682,165,1023,141,0,3599,1056,363,693,"Coconino County, Arizona",0,0,254,247,365,263,62,206,620,145,594,0,727,88,306,124,29,624,379,214,320
"G0400070","2014-2018","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",53400,43408,33335,305,8410,471,0,0,887,56,831,9992,7760,12,152,15,20,1133,900,110,790,"Gila County, Arizona",0,0,90,92,207,47,29,29,249,90,230,0,532,18,78,24,28,498,242,58,235
"G0400090","2014-2018","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",37879,25426,19286,683,4745,246,51,0,415,0,415,12453,10631,69,63,0,0,996,694,189,505,"Graham County, Arizona",0,0,26,73,150,50,37,26,142,26,142,0,400,76,50,26,26,322,245,94,229
"G0400110","2014-2018","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",9504,5090,4474,203,369,29,0,0,15,0,15,4414,4168,10,67,0,0,163,6,3,3,"Greenlee County, Arizona",0,0,17,7,30,30,17,17,12,17,12,0,125,15,79,17,17,100,12,8,8
"G0400120","2014-2018","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",20701,15087,11973,168,2346,158,8,0,434,0,434,5614,3941,2,578,0,0,932,161,79,82,"La Paz County, Arizona",0,0,23,59,107,29,13,23,120,23,120,0,363,6,221,23,23,299,83,64,47
"G0400130","2014-2018","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",4253913,2942822,2368876,220519,67454,172890,8337,6437,98309,3369,94940,1311091,932938,12171,15245,3850,1068,290132,55687,27404,28283,"Maricopa County, Arizona",0,0,1082,2237,1180,1858,429,1136,3349,540,3300,0,7840,1172,1454,805,418,6415,2999,2066,1903
"G0400150","2014-2018","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",206064,172583,159907,2030,4344,2427,446,159,3270,49,3221,33481,26603,232,518,85,63,4817,1163,635,528,"Mohave County, Arizona",0,0,159,238,300,186,122,157,458,34,459,0,989,150,184,100,79,893,330,247,215
"G0400170","2014-2018","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",108705,96376,45073,788,47144,685,87,117,2482,41,2441,12329,6861,176,1184,0,0,3342,766,245,521,"Navajo County, Arizona",0,0,152,89,373,111,47,119,409,48,410,0,557,114,341,29,29,477,236,138,186
"G0400190","2014-2018","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",1019722,642896,531149,32824,25076,28133,1374,1180,23160,735,22425,376826,246303,3149,13124,1342,236,87667,25005,10865,14140,"Pima County, Arizona",0,0,261,773,717,695,246,253,1184,212,1181,0,4395,577,1399,397,110,3410,2126,1029,1773
"G0400210","2014-2018","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",419721,294348,239869,17529,17488,7075,1320,494,10573,283,10290,125373,96742,1253,3294,514,90,17552,5928,2452,3476,"Pinal County, Arizona",0,0,198,652,897,361,157,405,1131,233,1099,0,2370,457,963,338,70,1817,1029,621,803
"G0400230","2014-2018","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",46584,7685,6928,100,99,392,0,18,148,0,148,38899,32728,148,263,38,0,5358,364,232,132,"Santa Cruz County, Arizona",0,0,23,71,100,72,26,23,112,26,112,0,1095,119,165,55,26,1072,175,155,100
"G0400250","2014-2018","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",224645,192184,181227,1224,2659,2166,191,132,4585,83,4502,32461,24420,50,543,81,35,6345,987,273,714,"Yavapai County, Arizona",0,0,68,150,294,210,122,111,406,66,405,0,1330,39,238,77,41,1319,354,145,350
"G0400270","2014-2018","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",207829,76159,65155,3569,1887,2419,99,61,2969,65,2904,131670,90687,929,790,315,29,36329,2591,1305,1286,"Yuma County, Arizona",0,0,58,296,204,209,64,51,427,43,429,0,2427,340,379,199,30,2412,601,421,432
"G0500010","2014-2018","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",18124,17570,12695,4677,18,0,0,0,180,6,174,554,451,0,0,0,0,76,27,27,0,"Arkansas County, Arkansas",0,0,9,99,24,19,19,19,86,9,87,0,97,19,19,19,19,69,45,45,19
"G0500030","2014-2018","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",20537,19440,13976,5250,50,47,0,5,112,0,112,1097,761,23,0,0,0,300,13,13,0,"Ashley County, Arkansas",0,0,10,101,51,58,22,10,70,22,70,0,293,27,22,22,22,273,25,25,22
"G0500050","2014-2018","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",41219,40292,39112,74,129,172,13,81,711,0,711,927,702,0,1,0,0,220,4,3,1,"Baxter County, Arkansas",0,0,9,39,63,56,19,84,92,25,92,0,174,25,2,25,25,173,7,6,3
"G0500070","2014-2018","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",258980,216403,190853,4236,3374,9803,1440,470,6227,112,6115,42577,36756,123,336,59,0,4025,1278,653,625,"Benton County, Arkansas",0,0,192,252,429,337,28,256,543,81,518,0,830,80,164,67,28,659,290,233,195
"G0500090","2014-2018","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",37288,36389,35060,156,289,192,36,2,654,0,654,899,783,0,1,0,0,9,106,17,89,"Boone County, Arkansas",0,0,3,58,137,120,53,3,221,25,221,0,86,25,2,25,25,11,85,20,80
"G0500110","2014-2018","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",10948,9294,6094,3168,0,0,0,20,12,0,12,1654,1064,8,127,0,0,443,12,12,0,"Bradley County, Arkansas",0,0,19,36,19,19,19,32,13,19,13,0,207,10,119,19,19,187,15,15,19
"G0500130","2014-2018","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",5202,4996,3775,1107,7,0,10,9,88,0,88,206,187,18,0,0,0,1,0,0,0,"Calhoun County, Arkansas",0,0,17,52,14,17,14,18,46,17,46,0,37,36,17,17,17,3,17,17,17
"G0500150","2014-2018","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",27887,23705,22317,171,141,334,208,0,534,3,531,4182,3509,164,47,0,0,417,45,29,16,"Carroll County, Arkansas",0,0,22,60,68,14,22,22,96,7,95,0,291,130,48,22,22,229,43,33,26
"G0500170","2014-2018","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",10826,10246,4222,5856,24,43,0,0,101,16,85,580,511,5,0,0,0,64,0,0,0,"Chicot County, Arkansas",0,0,19,68,23,39,19,19,62,19,57,0,76,7,19,19,19,75,19,19,19
"G0500190","2014-2018","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",22385,21335,15419,5367,86,156,8,0,299,0,299,1050,520,7,0,0,0,506,17,17,0,"Clark County, Arkansas",0,0,22,98,47,19,11,22,108,22,108,0,182,11,22,22,22,180,19,19,22
"G0500210","2014-2018","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",15061,14761,14385,93,64,0,0,0,219,5,214,300,58,0,2,0,0,232,8,1,7,"Clay County, Arkansas",0,0,8,44,40,19,19,19,52,8,51,0,58,19,4,19,19,62,13,3,12
"G0500230","2014-2018","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",25230,24612,23903,140,273,152,0,0,144,4,140,618,570,0,0,0,0,42,6,2,4,"Cleburne County, Arkansas",0,0,7,35,150,135,22,22,106,7,105,0,52,22,22,22,22,49,13,6,8
"G0500250","2014-2018","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",8226,8072,6959,924,13,3,0,0,173,6,167,154,147,0,0,0,0,0,7,0,7,"Cleveland County, Arkansas",0,138,10,153,15,6,17,17,106,10,106,138,136,17,17,17,17,17,14,17,14
"G0500270","2014-2018","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",23892,23242,14151,8291,82,267,0,249,202,0,202,650,325,60,5,0,0,199,61,61,0,"Columbia County, Arkansas",0,0,4,324,59,12,22,297,111,22,111,0,197,75,9,22,22,156,84,84,22
"G0500290","2014-2018","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",20906,20094,17069,2255,64,10,0,3,693,3,690,812,736,27,0,9,0,34,6,6,0,"Conway County, Arkansas",0,0,4,173,38,13,22,4,178,5,178,0,44,28,22,14,22,31,12,12,22
"G0500310","2014-2018","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",105701,100448,81089,14567,181,1328,200,426,2657,50,2607,5253,2890,55,299,0,0,1926,83,74,9,"Craighead County, Arkansas",0,0,100,765,140,170,267,386,532,61,534,0,579,50,284,28,28,546,65,64,14
"G0500330","2014-2018","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",62472,57757,52838,867,980,1154,9,45,1864,0,1864,4715,2358,111,257,17,0,1826,146,74,72,"Crawford County, Arkansas",0,0,63,188,236,63,16,63,318,28,318,0,420,168,249,29,28,450,99,74,62
"G0500350","2014-2018","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",49013,47803,20905,23706,154,352,76,24,2586,0,2586,1210,858,83,1,0,0,66,202,21,181,"Crittenden County, Arkansas",0,0,24,513,121,46,90,25,506,25,506,0,155,47,4,25,25,52,130,22,132
"G0500370","2014-2018","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",16998,16668,12384,3308,24,10,0,8,934,0,934,330,311,0,0,0,0,0,19,8,11,"Cross County, Arkansas",0,0,12,274,33,9,19,12,271,19,271,0,30,19,19,19,19,19,29,15,26
"G0500390","2014-2018","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",7432,7203,3957,3088,31,26,15,0,86,0,86,229,166,5,0,0,0,58,0,0,0,"Dallas County, Arkansas",0,0,17,81,35,32,32,17,64,17,64,0,48,13,17,17,17,45,17,17,17
"G0500410","2014-2018","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",11887,11189,5410,5596,23,39,0,2,119,0,119,698,445,0,7,0,0,204,42,23,19,"Desha County, Arkansas",0,0,19,85,27,39,19,3,70,19,70,0,200,19,13,19,19,176,49,38,29
"G0500430","2014-2018","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",18502,17893,12336,5321,16,43,0,0,177,0,177,609,365,12,2,0,0,230,0,0,0,"Drew County, Arkansas",0,0,19,96,26,67,19,19,74,19,74,0,107,18,6,19,19,111,19,19,19
"G0500450","2014-2018","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",122416,117460,98294,13872,402,1624,163,419,2686,56,2630,4956,2358,32,91,10,0,2077,388,207,181,"Faulkner County, Arkansas",0,0,567,371,165,168,216,567,379,45,381,0,378,37,81,16,28,432,185,185,124
"G0500470","2014-2018","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",17780,17235,16374,169,183,105,31,0,373,0,373,545,369,3,90,0,6,59,18,18,0,"Franklin County, Arkansas",0,0,19,39,112,88,19,19,145,19,145,0,142,5,93,19,11,82,30,30,19
"G0500490","2014-2018","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",12139,11956,11564,71,55,6,5,0,255,0,255,183,122,0,0,0,0,61,0,0,0,"Fulton County, Arkansas",0,0,19,53,65,11,13,19,83,19,83,0,67,19,19,19,19,67,19,19,19
"G0500510","2014-2018","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",98296,92862,80889,7989,761,523,6,364,2330,57,2273,5434,3858,42,30,0,0,1218,286,242,44,"Garland County, Arkansas",0,0,56,358,174,306,13,366,417,69,415,0,438,62,37,28,28,408,202,206,57
"G0500530","2014-2018","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",18086,17605,16772,528,33,9,0,0,263,0,263,481,410,13,0,0,0,16,42,42,0,"Grant County, Arkansas",0,0,19,69,48,15,19,19,83,19,83,0,55,20,19,19,19,15,42,42,19
